Dv	E1	E2	E3	E4	E5	E6	E7	E8
5.499499499499499455e-02	-2.976039877500357908e-02	-2.706786507016680984e-02	8.727288579320958972e-02	8.802544678946148948e-02	-8.802544678946148948e-02	-8.727288579320958972e-02	2.706786507016680984e-02	2.976039877500357908e-02
5.520020020020020152e-02	-2.963966603894085949e-02	-2.694404476382093044e-02	8.736216655573021683e-02	8.811058208354777266e-02	-8.811058208354777266e-02	-8.736216655573021683e-02	2.694404476382093044e-02	2.963966603894085949e-02
5.540540540540540154e-02	-2.951891380421733935e-02	-2.682020679102778069e-02	8.745128136841844035e-02	8.819555051013724944e-02	-8.819555051013724944e-02	-8.745128136841844035e-02	2.682020679102778069e-02	2.951891380421733935e-02
5.561061061061060851e-02	-2.939814216368655253e-02	-2.669635124440568677e-02	8.754022934615285356e-02	8.828035120966370997e-02	-8.828035120966370997e-02	-8.754022934615285356e-02	2.669635124440568677e-02	2.939814216368655253e-02
5.581581581581581547e-02	-2.927735121003226249e-02	-2.657247821641211052e-02	8.762900959680539059e-02	8.836498331594268285e-02	-8.836498331594268285e-02	-8.762900959680539059e-02	2.657247821641211052e-02	2.927735121003226249e-02
5.602102102102102243e-02	-2.915654103577335066e-02	-2.644858779935067156e-02	8.771762122109846849e-02	8.844944595611911597e-02	-8.844944595611911597e-02	-8.771762122109846849e-02	2.644858779935067156e-02	2.915654103577335066e-02
5.622622622622622246e-02	-2.903571173326451385e-02	-2.632468008536556492e-02	8.780606331255971786e-02	8.853373825062732516e-02	-8.853373825062732516e-02	-8.780606331255971786e-02	2.632468008536556492e-02	2.903571173326451385e-02
5.643143143143142942e-02	-2.891486339469440808e-02	-2.620075516644505831e-02	8.789433495747028813e-02	8.861785931305819763e-02	-8.861785931305819763e-02	-8.789433495747028813e-02	2.620075516644505831e-02	2.891486339469440808e-02
5.663663663663663639e-02	-2.879399611209289278e-02	-2.607681313442645338e-02	8.798243523470958283e-02	8.870180825014523096e-02	-8.870180825014523096e-02	-8.798243523470958283e-02	2.607681313442645338e-02	2.879399611209289278e-02
5.684184184184184335e-02	-2.867310997732367556e-02	-2.595285408098907051e-02	8.807036321573880056e-02	8.878558416163305489e-02	-8.878558416163305489e-02	-8.807036321573880056e-02	2.595285408098907051e-02	2.867310997732367556e-02
5.704704704704704338e-02	-2.855220508209143152e-02	-2.582887809766232223e-02	8.815811796446194892e-02	8.886918614022909502e-02	-8.886918614022909502e-02	-8.815811796446194892e-02	2.582887809766232223e-02	2.855220508209143152e-02
5.725225225225225034e-02	-2.843128151794062364e-02	-2.570488527582159496e-02	8.824569853720905244e-02	8.895261327154918574e-02	-8.895261327154918574e-02	-8.824569853720905244e-02	2.570488527582159496e-02	2.843128151794062364e-02
5.745745745745745731e-02	-2.831033937625479502e-02	-2.558087570669550018e-02	8.833310398257292195e-02	8.903586463399251749e-02	-8.903586463399251749e-02	-8.833310398257292195e-02	2.558087570669550018e-02	2.831033937625479502e-02
5.766266266266266427e-02	-2.818937874826340714e-02	-2.545684948135903958e-02	8.842033334136772948e-02	8.911893929867281683e-02	-8.911893929867281683e-02	-8.842033334136772948e-02	2.545684948135903958e-02	2.818937874826340714e-02
5.786786786786786430e-02	-2.806839972503465119e-02	-2.533280669074070013e-02	8.850738564650614815e-02	8.920183632938205598e-02	-8.920183632938205598e-02	-8.850738564650614815e-02	2.533280669074070013e-02	2.806839972503465119e-02
5.807307307307307126e-02	-2.794740239748226551e-02	-2.520874742561873480e-02	8.859425992296726671e-02	8.928455478243903232e-02	-8.928455478243903232e-02	-8.859425992296726671e-02	2.520874742561873480e-02	2.794740239748226551e-02
5.827827827827827822e-02	-2.782638685636329434e-02	-2.508467177662848657e-02	8.868095518763036145e-02	8.936709370667580976e-02	-8.936709370667580976e-02	-8.868095518763036145e-02	2.508467177662848657e-02	2.782638685636329434e-02
5.848348348348348519e-02	-2.770535319228323301e-02	-2.496057983425585547e-02	8.876747044922871088e-02	8.944945214328407779e-02	-8.944945214328407779e-02	-8.876747044922871088e-02	2.496057983425585547e-02	2.770535319228323301e-02
5.868868868868868521e-02	-2.758430149569108397e-02	-2.483647168884356438e-02	8.885380470821757637e-02	8.953162912578632726e-02	-8.953162912578632726e-02	-8.885380470821757637e-02	2.483647168884356438e-02	2.758430149569108397e-02
5.889389389389389218e-02	-2.746323185688404056e-02	-2.471234743058823083e-02	8.893995695674671020e-02	8.961362367990358124e-02	-8.961362367990358124e-02	-8.893995695674671020e-02	2.471234743058823083e-02	2.746323185688404056e-02
5.909909909909909914e-02	-2.734214436600833353e-02	-2.458820714954693121e-02	8.902592617846998013e-02	8.969543482352812513e-02	-8.969543482352812513e-02	-8.902592617846998013e-02	2.458820714954693121e-02	2.734214436600833353e-02
5.930430430430430611e-02	-2.722103911305776697e-02	-2.446405093563173982e-02	8.911171134851224307e-02	8.977706156656395375e-02	-8.977706156656395375e-02	-8.911171134851224307e-02	2.446405093563173982e-02	2.722103911305776697e-02
5.950950950950950613e-02	-2.709991618787959897e-02	-2.433987887861449595e-02	8.919731143334062862e-02	8.985850291086790176e-02	-8.985850291086790176e-02	-8.919731143334062862e-02	2.433987887861449595e-02	2.709991618787959897e-02
5.971471471471471310e-02	-2.697877568016873728e-02	-2.421569106812529459e-02	8.928272539064996405e-02	8.993975785019119040e-02	-8.993975785019119040e-02	-8.928272539064996405e-02	2.421569106812529459e-02	2.697877568016873728e-02
5.991991991991992006e-02	-2.685761767947330778e-02	-2.409148759369523010e-02	8.936795216932399977e-02	9.002082537001193652e-02	-9.002082537001193652e-02	-8.936795216932399977e-02	2.409148759369523010e-02	2.685761767947330778e-02
6.012512512512512702e-02	-2.673644227519469951e-02	-2.396726854456548289e-02	8.945299070923200258e-02	9.010170444750735530e-02	-9.010170444750735530e-02	-8.945299070923200258e-02	2.396726854456548289e-02	2.673644227519469951e-02
6.033033033033032705e-02	-2.661524955658632619e-02	-2.384303401006259565e-02	8.953783994119032807e-02	9.018239405140479614e-02	-9.018239405140479614e-02	-8.953783994119032807e-02	2.384303401006259565e-02	2.661524955658632619e-02
6.053553553553553401e-02	-2.649403961275974620e-02	-2.371878407923095136e-02	8.962249878683321846e-02	9.026289314195498625e-02	-9.026289314195498625e-02	-8.962249878683321846e-02	2.371878407923095136e-02	2.649403961275974620e-02
6.074074074074074098e-02	-2.637281253267858075e-02	-2.359451884101254268e-02	8.970696615849654831e-02	9.034320067074499971e-02	-9.034320067074499971e-02	-8.970696615849654831e-02	2.359451884101254268e-02	2.637281253267858075e-02
6.094594594594594794e-02	-2.625156840516409962e-02	-2.347023838421690919e-02	8.979124095909291059e-02	9.042331558066529773e-02	-9.042331558066529773e-02	-8.979124095909291059e-02	2.347023838421690919e-02	2.625156840516409962e-02
6.115115115115114797e-02	-2.613030731889522465e-02	-2.334594279751759163e-02	8.987532208206772122e-02	9.050323680575898810e-02	-9.050323680575898810e-02	-8.987532208206772122e-02	2.334594279751759163e-02	2.613030731889522465e-02
6.135635635635635493e-02	-2.600902936240751667e-02	-2.322163216945886607e-02	8.995920841117414912e-02	9.058296327118860181e-02	-9.058296327118860181e-02	-8.995920841117414912e-02	2.322163216945886607e-02	2.600902936240751667e-02
6.156156156156156189e-02	-2.588773462409882029e-02	-2.309730658844887444e-02	9.004289882042927629e-02	9.066249389303862594e-02	-9.066249389303862594e-02	-9.004289882042927629e-02	2.309730658844887444e-02	2.588773462409882029e-02
6.176676676676676886e-02	-2.576642319222374744e-02	-2.297296614276691726e-02	9.012639217397545865e-02	9.074182757827742307e-02	-9.074182757827742307e-02	-9.012639217397545865e-02	2.297296614276691726e-02	2.576642319222374744e-02
6.197197197197196888e-02	-2.564509515489859018e-02	-2.284861092055979689e-02	9.020968732595764650e-02	9.082096322462636373e-02	-9.082096322462636373e-02	-9.020968732595764650e-02	2.284861092055979689e-02	2.564509515489859018e-02
6.217717717717717585e-02	-2.552375060010196595e-02	-2.272424100984861417e-02	9.029278312039969168e-02	9.089989972042707145e-02	-9.089989972042707145e-02	-9.029278312039969168e-02	2.272424100984861417e-02	2.552375060010196595e-02
6.238238238238238281e-02	-2.540238961567326675e-02	-2.259985649852205847e-02	9.037567839107729650e-02	9.097863594460468828e-02	-9.097863594460468828e-02	-9.037567839107729650e-02	2.259985649852205847e-02	2.540238961567326675e-02
6.258758758758758978e-02	-2.528101228931857805e-02	-2.247545747434332580e-02	9.045837196139094871e-02	9.105717076645318542e-02	-9.105717076645318542e-02	-9.045837196139094871e-02	2.247545747434332580e-02	2.528101228931857805e-02
6.279279279279278980e-02	-2.515961870860496108e-02	-2.235104402494677081e-02	9.054086264423655273e-02	9.113550304558624970e-02	-9.113550304558624970e-02	-9.054086264423655273e-02	2.235104402494677081e-02	2.515961870860496108e-02
6.299799799799800371e-02	-2.503820896096557724e-02	-2.222661623784443624e-02	9.062314924187375720e-02	9.121363163181106515e-02	-9.121363163181106515e-02	-9.062314924187375720e-02	2.222661623784443624e-02	2.503820896096557724e-02
6.320320320320320373e-02	-2.491678313370003853e-02	-2.210217420041958938e-02	9.070523054579179845e-02	9.129155536499583556e-02	-9.129155536499583556e-02	-9.070523054579179845e-02	2.210217420041958938e-02	2.491678313370003853e-02
6.340840840840840376e-02	-2.479534131397329033e-02	-2.197771799993337646e-02	9.078710533655592885e-02	9.136927307493684924e-02	-9.136927307493684924e-02	-9.078710533655592885e-02	2.197771799993337646e-02	2.479534131397329033e-02
6.361361361361361766e-02	-2.467388358882072544e-02	-2.185324772352162034e-02	9.086877238373920751e-02	9.144678358130911566e-02	-9.144678358130911566e-02	-9.086877238373920751e-02	2.185324772352162034e-02	2.467388358882072544e-02
6.381881881881881768e-02	-2.455241004514352107e-02	-2.172876345820130839e-02	9.095023044567440706e-02	9.152408569343650768e-02	-9.152408569343650768e-02	-9.095023044567440706e-02	2.172876345820130839e-02	2.455241004514352107e-02
6.402402402402401771e-02	-2.443092076971260795e-02	-2.160426529086408032e-02	9.103147826938373655e-02	9.160117821023279483e-02	-9.160117821023279483e-02	-9.103147826938373655e-02	2.160426529086408032e-02	2.443092076971260795e-02
6.422922922922923161e-02	-2.430941584916984990e-02	-2.147975330828282362e-02	9.111251459041530554e-02	9.167805992006056170e-02	-9.167805992006056170e-02	-9.111251459041530554e-02	2.147975330828282362e-02	2.430941584916984990e-02
6.443443443443443164e-02	-2.418789537002776976e-02	-2.135522759710878349e-02	9.119333813269513145e-02	9.175472960059725958e-02	-9.175472960059725958e-02	-9.119333813269513145e-02	2.135522759710878349e-02	2.418789537002776976e-02
6.463963963963964554e-02	-2.406635941866909836e-02	-2.123068824387746439e-02	9.127394760837725940e-02	9.183118601870325637e-02	-9.183118601870325637e-02	-9.127394760837725940e-02	2.123068824387746439e-02	2.406635941866909836e-02
6.484484484484484557e-02	-2.394480808135290156e-02	-2.110613533500265912e-02	9.135434171769085676e-02	9.190742793028694457e-02	-9.190742793028694457e-02	-9.135434171769085676e-02	2.110613533500265912e-02	2.394480808135290156e-02
6.505005005005004559e-02	-2.382324144420796749e-02	-2.098156895678258277e-02	9.143451914878514275e-02	9.198345408016844749e-02	-9.198345408016844749e-02	-9.143451914878514275e-02	2.098156895678258277e-02	2.382324144420796749e-02
6.525525525525525949e-02	-2.370165959323891972e-02	-2.085698919539741986e-02	9.151447857759209548e-02	9.205926320192353574e-02	-9.205926320192353574e-02	-9.151447857759209548e-02	2.085698919539741986e-02	2.370165959323891972e-02
6.546046046046045952e-02	-2.358006261432539497e-02	-2.073239613691487196e-02	9.159421866758583886e-02	9.213485401781243422e-02	-9.213485401781243422e-02	-9.159421866758583886e-02	2.073239613691487196e-02	2.358006261432539497e-02
6.566566566566565954e-02	-2.345845059322154355e-02	-2.060778986727813955e-02	9.167373806973705408e-02	9.221022523853492081e-02	-9.221022523853492081e-02	-9.167373806973705408e-02	2.060778986727813955e-02	2.345845059322154355e-02
6.587087087087087345e-02	-2.333682361556137230e-02	-2.048317047234256977e-02	9.175303542227075670e-02	9.228537556314941881e-02	-9.228537556314941881e-02	-9.175303542227075670e-02	2.048317047234256977e-02	2.333682361556137230e-02
6.607607607607607347e-02	-2.321518176685314142e-02	-2.035853803781352556e-02	9.183210935051638879e-02	9.236030367891012727e-02	-9.236030367891012727e-02	-9.183210935051638879e-02	2.035853803781352556e-02	2.321518176685314142e-02
6.628128128128127350e-02	-2.309352513248464842e-02	-2.023389264930710793e-02	9.191095846673652536e-02	9.243500826111637758e-02	-9.243500826111637758e-02	-9.191095846673652536e-02	2.023389264930710793e-02	2.309352513248464842e-02
6.648648648648648740e-02	-2.297185379772294367e-02	-2.010923439232456186e-02	9.198958136995216694e-02	9.250948797295974191e-02	-9.250948797295974191e-02	-9.198958136995216694e-02	2.010923439232456186e-02	2.297185379772294367e-02
6.669169169169168743e-02	-2.285016784771374404e-02	-1.998456335225422265e-02	9.206797664576382711e-02	9.258374146536893501e-02	-9.258374146536893501e-02	-9.206797664576382711e-02	1.998456335225422265e-02	2.285016784771374404e-02
6.689689689689690133e-02	-2.272846736748616869e-02	-1.985987961437506860e-02	9.214614286617101024e-02	9.265776737685170461e-02	-9.265776737685170461e-02	-9.214614286617101024e-02	1.985987961437506860e-02	2.272846736748616869e-02
6.710210210210210136e-02	-2.260675244194820452e-02	-1.973518326385590924e-02	9.222407858938969083e-02	9.273156433333416826e-02	-9.273156433333416826e-02	-9.222407858938969083e-02	1.973518326385590924e-02	2.260675244194820452e-02
6.730730730730730138e-02	-2.248502315589070641e-02	-1.961047438576006899e-02	9.230178235966550460e-02	9.280513094799808238e-02	-9.280513094799808238e-02	-9.230178235966550460e-02	1.961047438576006899e-02	2.248502315589070641e-02
6.751251251251251528e-02	-2.236327959398795237e-02	-1.948575306504087001e-02	9.237925270711022652e-02	9.287846582111447535e-02	-9.287846582111447535e-02	-9.237925270711022652e-02	1.948575306504087001e-02	2.236327959398795237e-02
6.771771771771771531e-02	-2.224152184079823333e-02	-1.936101938654612165e-02	9.245648814741204424e-02	9.295156753987544873e-02	-9.295156753987544873e-02	-9.245648814741204424e-02	1.936101938654612165e-02	2.224152184079823333e-02
6.792292292292291533e-02	-2.211974998076272902e-02	-1.923627343501616710e-02	9.253348718177389909e-02	9.302443467822228695e-02	-9.302443467822228695e-02	-9.253348718177389909e-02	1.923627343501616710e-02	2.211974998076272902e-02
6.812812812812812924e-02	-2.199796409821162466e-02	-1.911151529508954561e-02	9.261024829663208613e-02	9.309706579667179072e-02	-9.309706579667179072e-02	-9.261024829663208613e-02	1.911151529508954561e-02	2.199796409821162466e-02
6.833333333333332926e-02	-2.187616427735771321e-02	-1.898674505129742049e-02	9.268676996345961983e-02	9.316945944213832209e-02	-9.316945944213832209e-02	-9.268676996345961983e-02	1.898674505129742049e-02	2.187616427735771321e-02
6.853853853853854317e-02	-2.175435060230215475e-02	-1.886196278806931761e-02	9.276305063856564448e-02	9.324161414777257240e-02	-9.324161414777257240e-02	-9.276305063856564448e-02	1.886196278806931761e-02	2.175435060230215475e-02
6.874374374374374319e-02	-2.163252315703393866e-02	-1.873716858973000637e-02	9.283908876291882550e-02	9.331352843269888342e-02	-9.331352843269888342e-02	-9.283908876291882550e-02	1.873716858973000637e-02	2.163252315703393866e-02
6.894894894894894322e-02	-2.151068202543030689e-02	-1.861236254050595285e-02	9.291488276182434392e-02	9.338520080195217288e-02	-9.338520080195217288e-02	-9.291488276182434392e-02	1.861236254050595285e-02	2.151068202543030689e-02
6.915415415415415712e-02	-2.138882729125647641e-02	-1.848754472451915806e-02	9.299043104485758826e-02	9.345662974620395913e-02	-9.345662974620395913e-02	-9.299043104485758826e-02	1.848754472451915806e-02	2.138882729125647641e-02
6.935935935935935714e-02	-2.126695903817119385e-02	-1.836271522579312893e-02	9.306573200553314162e-02	9.352781374159001293e-02	-9.352781374159001293e-02	-9.306573200553314162e-02	1.836271522579312893e-02	2.126695903817119385e-02
6.956456456456455717e-02	-2.114507734972033426e-02	-1.823787412825019286e-02	9.314078402110143040e-02	9.359875124951377856e-02	-9.359875124951377856e-02	-9.314078402110143040e-02	1.823787412825019286e-02	2.114507734972033426e-02
6.976976976976977107e-02	-2.102318230934289989e-02	-1.811302151571722932e-02	9.321558545237049187e-02	9.366944071644586756e-02	-9.366944071644586756e-02	-9.321558545237049187e-02	1.811302151571722932e-02	2.102318230934289989e-02
6.997497497497497110e-02	-2.090127400037005562e-02	-1.798815747191962605e-02	9.329013464334057204e-02	9.373988057372356630e-02	-9.373988057372356630e-02	-9.329013464334057204e-02	1.798815747191962605e-02	2.090127400037005562e-02
7.018018018018018500e-02	-2.077935250602495898e-02	-1.786328208048756916e-02	9.336442992113068440e-02	9.381006923734738767e-02	-9.381006923734738767e-02	-9.336442992113068440e-02	1.786328208048756916e-02	2.077935250602495898e-02
7.038538538538538503e-02	-2.065741790942718023e-02	-1.773839542495440902e-02	9.343846959563700816e-02	9.388000510778550523e-02	-9.388000510778550523e-02	-9.343846959563700816e-02	1.773839542495440902e-02	2.065741790942718023e-02
7.059059059059058505e-02	-2.053547029358831003e-02	-1.761349758875681640e-02	9.351225195924850464e-02	9.394968656967261911e-02	-9.394968656967261911e-02	-9.351225195924850464e-02	1.761349758875681640e-02	2.053547029358831003e-02
7.079579579579579895e-02	-2.041350974141574112e-02	-1.748858865523932743e-02	9.358577528672201717e-02	9.401911199173293432e-02	-9.401911199173293432e-02	-9.358577528672201717e-02	1.748858865523932743e-02	2.041350974141574112e-02
7.100100100100099898e-02	-2.029153633571345247e-02	-1.736366870764992007e-02	9.365903783480633571e-02	9.408827972645444904e-02	-9.408827972645444904e-02	-9.365903783480633571e-02	1.736366870764992007e-02	2.029153633571345247e-02
7.120620620620619901e-02	-2.016955015918206820e-02	-1.723873782914452438e-02	9.373203784206508848e-02	9.415718810989200105e-02	-9.415718810989200105e-02	-9.373203784206508848e-02	1.723873782914452438e-02	2.016955015918206820e-02
7.141141141141141291e-02	-2.004755129441845862e-02	-1.711379610278482288e-02	9.380477352849309058e-02	9.422583546147786371e-02	-9.422583546147786371e-02	-9.380477352849309058e-02	1.711379610278482288e-02	2.004755129441845862e-02
7.161661661661661293e-02	-1.992553982392072931e-02	-1.698884361154394049e-02	9.387724309538598988e-02	9.429422008366450392e-02	-9.429422008366450392e-02	-9.387724309538598988e-02	1.698884361154394049e-02	1.992553982392072931e-02
7.182182182182182684e-02	-1.980351583008301691e-02	-1.686388043830095926e-02	9.394944472499991428e-02	9.436234026186045287e-02	-9.436234026186045287e-02	-9.394944472499991428e-02	1.686388043830095926e-02	1.980351583008301691e-02
7.202702702702702686e-02	-1.968147939520021109e-02	-1.673890666584634118e-02	9.402137658019690813e-02	9.443019426405702132e-02	-9.443019426405702132e-02	-9.402137658019690813e-02	1.673890666584634118e-02	1.968147939520021109e-02
7.223223223223222689e-02	-1.955943060146778795e-02	-1.661392237687929485e-02	9.409303680428120209e-02	9.449778034062639165e-02	-9.449778034062639165e-02	-9.409303680428120209e-02	1.661392237687929485e-02	1.955943060146778795e-02
7.243743743743744079e-02	-1.943736953098242071e-02	-1.648892765401357291e-02	9.416442352067250221e-02	9.456509672410604028e-02	-9.456509672410604028e-02	-9.416442352067250221e-02	1.648892765401357291e-02	1.943736953098242071e-02
7.264264264264264082e-02	-1.931529626574133782e-02	-1.636392257977166073e-02	9.423553483249844098e-02	9.463214162882643832e-02	-9.463214162882643832e-02	-9.423553483249844098e-02	1.636392257977166073e-02	1.931529626574133782e-02
7.284784784784784084e-02	-1.919321088764752714e-02	-1.623890723659031018e-02	9.430636882245917174e-02	9.469891325079345112e-02	-9.469891325079345112e-02	-9.430636882245917174e-02	1.623890723659031018e-02	1.919321088764752714e-02
7.305305305305305474e-02	-1.907111347850426117e-02	-1.611388170681963411e-02	9.437692355235288710e-02	9.476540976736375077e-02	-9.476540976736375077e-02	-9.437692355235288710e-02	1.611388170681963411e-02	1.907111347850426117e-02
7.325825825825825477e-02	-1.894900412001986056e-02	-1.598884607272291203e-02	9.444719706289779471e-02	9.483162933689391616e-02	-9.483162933689391616e-02	-9.444719706289779471e-02	1.598884607272291203e-02	1.894900412001986056e-02
7.346346346346346867e-02	-1.882688289380777744e-02	-1.586380041648107267e-02	9.451718737336747833e-02	9.489757009863067361e-02	-9.489757009863067361e-02	-9.451718737336747833e-02	1.586380041648107267e-02	1.882688289380777744e-02
7.366866866866866870e-02	-1.870474988138671676e-02	-1.573874482018821838e-02	9.458689248114443560e-02	9.496323017228065766e-02	-9.496323017228065766e-02	-9.458689248114443560e-02	1.573874482018821838e-02	1.870474988138671676e-02
7.387387387387386872e-02	-1.858260516418048722e-02	-1.561367936585614929e-02	9.465631036158962675e-02	9.502860765784491848e-02	-9.502860765784491848e-02	-9.465631036158962675e-02	1.561367936585614929e-02	1.858260516418048722e-02
7.407907907907908263e-02	-1.846044882352270919e-02	-1.548860413541249328e-02	9.472543896750063031e-02	9.509370063518002292e-02	-9.509370063518002292e-02	-9.472543896750063031e-02	1.548860413541249328e-02	1.846044882352270919e-02
7.428428428428428265e-02	-1.833828094065182920e-02	-1.536351921070581994e-02	9.479427622893271677e-02	9.515850716387296016e-02	-9.515850716387296016e-02	-9.479427622893271677e-02	1.536351921070581994e-02	1.833828094065182920e-02
7.448948948948948268e-02	-1.821610159671540122e-02	-1.523842467350025424e-02	9.486282005268749373e-02	9.522302528276710420e-02	-9.522302528276710420e-02	-9.486282005268749373e-02	1.523842467350025424e-02	1.821610159671540122e-02
7.469469469469469658e-02	-1.809391087277044743e-02	-1.511332060548093749e-02	9.493106832209757817e-02	9.528725300983295621e-02	-9.528725300983295621e-02	-9.493106832209757817e-02	1.511332060548093749e-02	1.809391087277044743e-02
7.489989989989989660e-02	-1.797170884978354852e-02	-1.498820708825288756e-02	9.499901889650687326e-02	9.535118834173034186e-02	-9.535118834173034186e-02	-9.499901889650687326e-02	1.498820708825288756e-02	1.797170884978354852e-02
7.510510510510511051e-02	-1.784949560863055215e-02	-1.486308420334090177e-02	9.506666961104481839e-02	9.541482925346800315e-02	-9.541482925346800315e-02	-9.506666961104481839e-02	1.486308420334090177e-02	1.784949560863055215e-02
7.531031031031031053e-02	-1.772727123010127415e-02	-1.473795203219403598e-02	9.513401827607659289e-02	9.547817369819565358e-02	-9.547817369819565358e-02	-9.513401827607659289e-02	1.473795203219403598e-02	1.772727123010127415e-02
7.551551551551551056e-02	-1.760503579489474182e-02	-1.461281065618120351e-02	9.520106267699277036e-02	9.554121960681777326e-02	-9.554121960681777326e-02	-9.520106267699277036e-02	1.461281065618120351e-02	1.760503579489474182e-02
7.572072072072072446e-02	-1.748278938362319776e-02	-1.448766015659557621e-02	9.526780057360068055e-02	9.560396488755856792e-02	-9.560396488755856792e-02	-9.526780057360068055e-02	1.448766015659557621e-02	1.748278938362319776e-02
7.592592592592592449e-02	-1.736053207681241203e-02	-1.436250061465260512e-02	9.533422969992151608e-02	9.566640742579390899e-02	-9.566640742579390899e-02	-9.533422969992151608e-02	1.436250061465260512e-02	1.736053207681241203e-02
7.613113113113112451e-02	-1.723826395490210203e-02	-1.423733211149539983e-02	9.540034776360012403e-02	9.572854508352590663e-02	-9.572854508352590663e-02	-9.540034776360012403e-02	1.423733211149539983e-02	1.723826395490210203e-02
7.633633633633633842e-02	-1.711598509824535305e-02	-1.411215472818892064e-02	9.546615244554719493e-02	9.579037569918164019e-02	-9.579037569918164019e-02	-9.546615244554719493e-02	1.411215472818892064e-02	1.711598509824535305e-02
7.654154154154153844e-02	-1.699369558711327430e-02	-1.398696854572580722e-02	9.553164139958066070e-02	9.585189708708420631e-02	-9.585189708708420631e-02	-9.553164139958066070e-02	1.398696854572580722e-02	1.699369558711327430e-02
7.674674674674675234e-02	-1.687139550169033941e-02	-1.386177364502514699e-02	9.559681225180133302e-02	9.591310703723086861e-02	-9.591310703723086861e-02	-9.559681225180133302e-02	1.386177364502514699e-02	1.687139550169033941e-02
7.695195195195195237e-02	-1.674908492207854982e-02	-1.373657010693209168e-02	9.566166260032293867e-02	9.597400331485043956e-02	-9.597400331485043956e-02	-9.566166260032293867e-02	1.373657010693209168e-02	1.674908492207854982e-02
7.715715715715715239e-02	-1.662676392829723349e-02	-1.361135801222264699e-02	9.572619001466232957e-02	9.603458365992513512e-02	-9.603458365992513512e-02	-9.572619001466232957e-02	1.361135801222264699e-02	1.662676392829723349e-02
7.736236236236236630e-02	-1.650443260028399209e-02	-1.348613744159897314e-02	9.579039203533525060e-02	9.609484578698472557e-02	-9.609484578698472557e-02	-9.579039203533525060e-02	1.348613744159897314e-02	1.650443260028399209e-02
7.756756756756756632e-02	-1.638209101789408692e-02	-1.336090847569413979e-02	9.585426617339355693e-02	9.615478738451121998e-02	-9.615478738451121998e-02	-9.585426617339355693e-02	1.336090847569413979e-02	1.638209101789408692e-02
7.777277277277276635e-02	-1.625973926090419977e-02	-1.323567119506985357e-02	9.591780990986119304e-02	9.621440611461523629e-02	-9.621440611461523629e-02	-9.591780990986119304e-02	1.323567119506985357e-02	1.625973926090419977e-02
7.797797797797798025e-02	-1.613737740900933124e-02	-1.311042568022158239e-02	9.598102069525198121e-02	9.627369961267602527e-02	-9.627369961267602527e-02	-9.598102069525198121e-02	1.311042568022158239e-02	1.613737740900933124e-02
7.818318318318318028e-02	-1.601500554182538893e-02	-1.298517201157354910e-02	9.604389594913805006e-02	9.633266548675105401e-02	-9.633266548675105401e-02	-9.604389594913805006e-02	1.298517201157354910e-02	1.601500554182538893e-02
7.838838838838839418e-02	-1.589262373888999588e-02	-1.285991026948354356e-02	9.610643305941440895e-02	9.639130131732986939e-02	-9.639130131732986939e-02	-9.610643305941440895e-02	1.285991026948354356e-02	1.589262373888999588e-02
7.859359359359359420e-02	-1.577023207966288254e-02	-1.273464053424240051e-02	9.616862938201466149e-02	9.644960465668935001e-02	-9.644960465668935001e-02	-9.616862938201466149e-02	1.273464053424240051e-02	1.577023207966288254e-02
7.879879879879879423e-02	-1.564783064352645234e-02	-1.260936288607337336e-02	9.623048224015699759e-02	9.650757302857589093e-02	-9.650757302857589093e-02	-9.623048224015699759e-02	1.260936288607337336e-02	1.564783064352645234e-02
7.900400400400400813e-02	-1.552541950978545554e-02	-1.248407740513688552e-02	9.629198892391943598e-02	9.656520392770839845e-02	-9.656520392770839845e-02	-9.629198892391943598e-02	1.248407740513688552e-02	1.552541950978545554e-02
7.920920920920920816e-02	-1.540299875767136596e-02	-1.235878417157085588e-02	9.635314668951328043e-02	9.662249481925694328e-02	-9.662249481925694328e-02	-9.635314668951328043e-02	1.235878417157085588e-02	1.540299875767136596e-02
7.941441441441440818e-02	-1.528056846633773537e-02	-1.223348326526986322e-02	9.641395275886473215e-02	9.667944313839461901e-02	-9.667944313839461901e-02	-9.641395275886473215e-02	1.223348326526986322e-02	1.528056846633773537e-02
7.961961961961962209e-02	-1.515812871486438632e-02	-1.210817476633532265e-02	9.647440431887380208e-02	9.673604628982068743e-02	-9.673604628982068743e-02	-9.647440431887380208e-02	1.210817476633532265e-02	1.515812871486438632e-02
7.982482482482482211e-02	-1.503567958225731499e-02	-1.198285875462450252e-02	9.653449852085270455e-02	9.679230164717479712e-02	-9.679230164717479712e-02	-9.653449852085270455e-02	1.198285875462450252e-02	1.503567958225731499e-02
8.003003003003002214e-02	-1.491322114744923245e-02	-1.185753530997996942e-02	9.659423247994552986e-02	9.684820655260138744e-02	-9.684820655260138744e-02	-9.659423247994552986e-02	1.185753530997996942e-02	1.491322114744923245e-02
8.023523523523523604e-02	-1.479075348929913616e-02	-1.173220451218064120e-02	9.665360327435368326e-02	9.690375831619027491e-02	-9.690375831619027491e-02	-9.665360327435368326e-02	1.173220451218064120e-02	1.479075348929913616e-02
